Date;Nationality;Sex;Age;Population
1971-12-31;Foreigners;Female;25 years;39882
1971-12-31;Foreigners;Female;26 years;36342
1971-12-31;Foreigners;Female;27 years;34552
1971-12-31;Foreigners;Female;28 years;31818
1971-12-31;Foreigners;Female;29 years;31095
1971-12-31;Foreigners;Female;30 years;27419
1971-12-31;Foreigners;Female;31 years;29995
1971-12-31;Foreigners;Female;32 years;26380
1971-12-31;Foreigners;Female;33 years;25034
1971-12-31;Foreigners;Female;34 years;22891
1971-12-31;Foreigners;Female;35 years;21897
1971-12-31;Foreigners;Female;36 years;19998
1971-12-31;Foreigners;Female;37 years;18841
1971-12-31;Foreigners;Female;38 years;17668
1971-12-31;Foreigners;Female;39 years;16602
1971-12-31;Foreigners;Female;40 years;14368
1971-12-31;Foreigners;Female;41 years;14970
1971-12-31;Foreigners;Female;42 years;12932
1971-12-31;Foreigners;Female;43 years;12519
1971-12-31;Foreigners;Female;44 years;11260
1971-12-31;Foreigners;Female;45 years;11411
1971-12-31;Foreigners;Female;46 years;10428
1971-12-31;Foreigners;Female;47 years;9544
1971-12-31;Foreigners;Female;48 years;8710
1971-12-31;Foreigners;Female;49 years;8182
1971-12-31;Foreigners;Female;50 years;7051
1971-12-31;Foreigners;Female;51 years;6877
1971-12-31;Foreigners;Female;52 years;4937
1971-12-31;Foreigners;Female;53 years;3547
1971-12-31;Foreigners;Female;54 years;3080
1971-12-31;Foreigners;Female;55 years;3093
1971-12-31;Foreigners;Female;56 years;3402
1971-12-31;Foreigners;Female;57 years;3846
1971-12-31;Foreigners;Female;58 years;3631
1971-12-31;Foreigners;Female;59 years;3542
1971-12-31;Foreigners;Female;60 years;3054
1971-12-31;Foreigners;Female;61 years;3242
1971-12-31;Foreigners;Female;62 years;2883
1971-12-31;Foreigners;Female;63 years;2809
1971-12-31;Foreigners;Female;64 years;2688
1971-12-31;Foreigners;Female;65 years;2488
1971-12-31;Foreigners;Female;66 years;2406
1971-12-31;Foreigners;Female;67 years;2275
1971-12-31;Foreigners;Female;68 years;2131
1971-12-31;Foreigners;Female;69 years;2171
1971-12-31;Foreigners;Female;70 years;1957
1971-12-31;Foreigners;Female;71 years;2010
1971-12-31;Foreigners;Female;72 years;1767
1971-12-31;Foreigners;Female;73 years;1675
1971-12-31;Foreigners;Female;74 years;1490
1971-12-31;Foreigners;Female;75 years;1564
1971-12-31;Foreigners;Female;76 years;1304
1971-12-31;Foreigners;Female;77 years;1187
1971-12-31;Foreigners;Female;78 years;1107
1971-12-31;Foreigners;Female;79 years;1011
1971-12-31;Foreigners;Female;80 years;891
1971-12-31;Foreigners;Female;81 years;780
1971-12-31;Foreigners;Female;82 years;676
1971-12-31;Foreigners;Female;83 years;578
1971-12-31;Foreigners;Female;84 years;506
1971-12-31;Foreigners;Female;85 years and over;1834
1971-12-31;Foreigners;Female;Total;1225875
1972-12-31;Germans;Male;under 1 year;306358
1972-12-31;Germans;Male;1 year;349973
1972-12-31;Germans;Male;2 years;370531
1972-12-31;Germans;Male;3 years;424465
1972-12-31;Germans;Male;4 years;460521
1972-12-31;Germans;Male;5 years;481039
1972-12-31;Germans;Male;6 years;496946
1972-12-31;Germans;Male;7 years;500283
1972-12-31;Germans;Male;8 years;512603
1972-12-31;Germans;Male;9 years;508248
1972-12-31;Germans;Male;10 years;490718
1972-12-31;Germans;Male;11 years;489189
1972-12-31;Germans;Male;12 years;472559
1972-12-31;Germans;Male;13 years;462968
1972-12-31;Germans;Male;14 years;442329
1972-12-31;Germans;Male;15 years;434199
1972-12-31;Germans;Male;16 years;417909
1972-12-31;Germans;Male;17 years;401660
1972-12-31;Germans;Male;18 years;401241
1972-12-31;Germans;Male;19 years;386342
1972-12-31;Germans;Male;20 years;389756
1972-12-31;Germans;Male;21 years;382639
1972-12-31;Germans;Male;22 years;391933
1972-12-31;Germans;Male;23 years;394268
1972-12-31;Germans;Male;24 years;368313
1972-12-31;Germans;Male;25 years;341531
1972-12-31;Germans;Male;26 years;313568
1972-12-31;Germans;Male;27 years;266251
1972-12-31;Germans;Male;28 years;365710
1972-12-31;Germans;Male;29 years;378573
1972-12-31;Germans;Male;30 years;369946
1972-12-31;Germans;Male;31 years;458858
1972-12-31;Germans;Male;32 years;495543
1972-12-31;Germans;Male;33 years;493699
1972-12-31;Germans;Male;34 years;466522
1972-12-31;Germans;Male;35 years;441504
1972-12-31;Germans;Male;36 years;439183
1972-12-31;Germans;Male;37 years;433644
1972-12-31;Germans;Male;38 years;408655
1972-12-31;Germans;Male;39 years;332549
1972-12-31;Germans;Male;40 years;339747
1972-12-31;Germans;Male;41 years;355384
1972-12-31;Germans;Male;42 years;383470
1972-12-31;Germans;Male;43 years;380897
1972-12-31;Germans;Male;44 years;390079
1972-12-31;Germans;Male;45 years;354444
1972-12-31;Germans;Male;46 years;334138
1972-12-31;Germans;Male;47 years;325844
1972-12-31;Germans;Male;48 years;288909
1972-12-31;Germans;Male;49 years;287139
1972-12-31;Germans;Male;50 years;306987
1972-12-31;Germans;Male;51 years;319778
1972-12-31;Germans;Male;52 years;313503
1972-12-31;Germans;Male;53 years;243536
1972-12-31;Germans;Male;54 years;163855
1972-12-31;Germans;Male;55 years;159680
1972-12-31;Germans;Male;56 years;175045
1972-12-31;Germans;Male;57 years;228384
1972-12-31;Germans;Male;58 years;289583
1972-12-31;Germans;Male;59 years;300422
1972-12-31;Germans;Male;60 years;307795
1972-12-31;Germans;Male;61 years;292078
1972-12-31;Germans;Male;62 years;292689
1972-12-31;Germans;Male;63 years;298748
1972-12-31;Germans;Male;64 years;290991
1972-12-31;Germans;Male;65 years;287657
1972-12-31;Germans;Male;66 years;275366
1972-12-31;Germans;Male;67 years;275385
1972-12-31;Germans;Male;68 years;265595
1972-12-31;Germans;Male;69 years;244315
1972-12-31;Germans;Male;70 years;234368
1972-12-31;Germans;Male;71 years;216327
1972-12-31;Germans;Male;72 years;194733
1972-12-31;Germans;Male;73 years;171140
1972-12-31;Germans;Male;74 years;150629
1972-12-31;Germans;Male;75 years;130038
1972-12-31;Germans;Male;76 years;115639
1972-12-31;Germans;Male;77 years;99314
1972-12-31;Germans;Male;78 years;86679
1972-12-31;Germans;Male;79 years;78272
1972-12-31;Germans;Male;80 years;67675
1972-12-31;Germans;Male;81 years;60533
1972-12-31;Germans;Male;82 years;51158
1972-12-31;Germans;Male;83 years;43514
1972-12-31;Germans;Male;84 years;37488
1972-12-31;Germans;Male;85 years and over;132189
1972-12-31;Germans;Male;Total;27383865
1972-12-31;Germans;Female;under 1 year;292015
1972-12-31;Germans;Female;1 year;332443
1972-12-31;Germans;Female;2 years;354124
1972-12-31;Germans;Female;3 years;405286
1972-12-31;Germans;Female;4 years;438507
1972-12-31;Germans;Female;5 years;459048
1972-12-31;Germans;Female;6 years;474264
1972-12-31;Germans;Female;7 years;475626
1972-12-31;Germans;Female;8 years;487500
1972-12-31;Germans;Female;9 years;484404
1972-12-31;Germans;Female;10 years;467243
1972-12-31;Germans;Female;11 years;466480
1972-12-31;Germans;Female;12 years;450095
1972-12-31;Germans;Female;13 years;438013
1972-12-31;Germans;Female;14 years;418447
1972-12-31;Germans;Female;15 years;411116
1972-12-31;Germans;Female;16 years;397269
1972-12-31;Germans;Female;17 years;380724
1972-12-31;Germans;Female;18 years;383781
1972-12-31;Germans;Female;19 years;370346
1972-12-31;Germans;Female;20 years;370672
1972-12-31;Germans;Female;21 years;365342
1972-12-31;Germans;Female;22 years;370958
1972-12-31;Germans;Female;23 years;370909
1972-12-31;Germans;Female;24 years;353260
1972-12-31;Germans;Female;25 years;335009
1972-12-31;Germans;Female;26 years;311098
1972-12-31;Germans;Female;27 years;266260
1972-12-31;Germans;Female;28 years;362513
1972-12-31;Germans;Female;29 years;371525
1972-12-31;Germans;Female;30 years;363039
1972-12-31;Germans;Female;31 years;449931
1972-12-31;Germans;Female;32 years;486648
1972-12-31;Germans;Female;33 years;483818
1972-12-31;Germans;Female;34 years;457489
1972-12-31;Germans;Female;35 years;432713
1972-12-31;Germans;Female;36 years;430799
1972-12-31;Germans;Female;37 years;423134
1972-12-31;Germans;Female;38 years;399252
1972-12-31;Germans;Female;39 years;327016
1972-12-31;Germans;Female;40 years;334669
1972-12-31;Germans;Female;41 years;349094
1972-12-31;Germans;Female;42 years;376501
1972-12-31;Germans;Female;43 years;373004
1972-12-31;Germans;Female;44 years;381524
1972-12-31;Germans;Female;45 years;374684
1972-12-31;Germans;Female;46 years;392062
1972-12-31;Germans;Female;47 years;412042
1972-12-31;Germans;Female;48 years;405878
1972-12-31;Germans;Female;49 years;407404
1972-12-31;Germans;Female;50 years;429383
1972-12-31;Germans;Female;51 years;454588
1972-12-31;Germans;Female;52 years;458081
1972-12-31;Germans;Female;53 years;351267
1972-12-31;Germans;Female;54 years;236180
1972-12-31;Germans;Female;55 years;227767
1972-12-31;Germans;Female;56 years;252211
1972-12-31;Germans;Female;57 years;332832
1972-12-31;Germans;Female;58 years;424991
1972-12-31;Germans;Female;59 years;429758
1972-12-31;Germans;Female;60 years;436146
1972-12-31;Germans;Female;61 years;415816
1972-12-31;Germans;Female;62 years;426241
1972-12-31;Germans;Female;63 years;428817
1972-12-31;Germans;Female;64 years;421660
1972-12-31;Germans;Female;65 years;405884
1972-12-31;Germans;Female;66 years;395560
1972-12-31;Germans;Female;67 years;373862
1972-12-31;Germans;Female;68 years;365799
1972-12-31;Germans;Female;69 years;343900
1972-12-31;Germans;Female;70 years;339770
1972-12-31;Germans;Female;71 years;321410
1972-12-31;Germans;Female;72 years;297368
1972-12-31;Germans;Female;73 years;279428
1972-12-31;Germans;Female;74 years;265115
1972-12-31;Germans;Female;75 years;241043
1972-12-31;Germans;Female;76 years;227252
1972-12-31;Germans;Female;77 years;202484
1972-12-31;Germans;Female;78 years;184082
1972-12-31;Germans;Female;79 years;165017
1972-12-31;Germans;Female;80 years;143171
1972-12-31;Germans;Female;81 years;126997
1972-12-31;Germans;Female;82 years;106445
1972-12-31;Germans;Female;83 years;91862
1972-12-31;Germans;Female;84 years;77039
1972-12-31;Germans;Female;85 years and over;267231
1972-12-31;Germans;Female;Total;30871435
1972-12-31;Foreigners;Male;under 1 year;45622
1972-12-31;Foreigners;Male;1 year;39926
1972-12-31;Foreigners;Male;2 years;32968
1972-12-31;Foreigners;Male;3 years;30689
1972-12-31;Foreigners;Male;4 years;30670
1972-12-31;Foreigners;Male;5 years;29531
1972-12-31;Foreigners;Male;6 years;27032
1972-12-31;Foreigners;Male;7 years;24942
1972-12-31;Foreigners;Male;8 years;23233
1972-12-31;Foreigners;Male;9 years;20499
1972-12-31;Foreigners;Male;10 years;19158
1972-12-31;Foreigners;Male;11 years;18092
1972-12-31;Foreigners;Male;12 years;18486
1972-12-31;Foreigners;Male;13 years;17235
1972-12-31;Foreigners;Male;14 years;16980
1972-12-31;Foreigners;Male;15 years;19401
1972-12-31;Foreigners;Male;16 years;23712
1972-12-31;Foreigners;Male;17 years;24135
1972-12-31;Foreigners;Male;18 years;27692
1972-12-31;Foreigners;Male;19 years;30616
1972-12-31;Foreigners;Male;20 years;32157
1972-12-31;Foreigners;Male;21 years;34530
1972-12-31;Foreigners;Male;22 years;47469
1972-12-31;Foreigners;Male;23 years;56539
1972-12-31;Foreigners;Male;24 years;65359
1972-12-31;Foreigners;Male;25 years;71715
1972-12-31;Foreigners;Male;26 years;71330
1972-12-31;Foreigners;Male;27 years;68095
1972-12-31;Foreigners;Male;28 years;65637
1972-12-31;Foreigners;Male;29 years;64124
1972-12-31;Foreigners;Male;30 years;73012
1972-12-31;Foreigners;Male;31 years;68414
1972-12-31;Foreigners;Male;32 years;78049
1972-12-31;Foreigners;Male;33 years;71353
1972-12-31;Foreigners;Male;34 years;68291
1972-12-31;Foreigners;Male;35 years;62712
1972-12-31;Foreigners;Male;36 years;59356
1972-12-31;Foreigners;Male;37 years;51930
1972-12-31;Foreigners;Male;38 years;52452
1972-12-31;Foreigners;Male;39 years;49877
1972-12-31;Foreigners;Male;40 years;42744
1972-12-31;Foreigners;Male;41 years;36884
1972-12-31;Foreigners;Male;42 years;35993
1972-12-31;Foreigners;Male;43 years;30093
1972-12-31;Foreigners;Male;44 years;27571
1972-12-31;Foreigners;Male;45 years;24650
1972-12-31;Foreigners;Male;46 years;23454
1972-12-31;Foreigners;Male;47 years;20098
1972-12-31;Foreigners;Male;48 years;18170
1972-12-31;Foreigners;Male;49 years;16615
1972-12-31;Foreigners;Male;50 years;15146
1972-12-31;Foreigners;Male;51 years;13405
1972-12-31;Foreigners;Male;52 years;12826
1972-12-31;Foreigners;Male;53 years;9348
1972-12-31;Foreigners;Male;54 years;6765
1972-12-31;Foreigners;Male;55 years;6056
1972-12-31;Foreigners;Male;56 years;6280
1972-12-31;Foreigners;Male;57 years;6764
1972-12-31;Foreigners;Male;58 years;6860
1972-12-31;Foreigners;Male;59 years;6051
1972-12-31;Foreigners;Male;60 years;5875
1972-12-31;Foreigners;Male;61 years;4888
1972-12-31;Foreigners;Male;62 years;4576
1972-12-31;Foreigners;Male;63 years;4042
1972-12-31;Foreigners;Male;64 years;3552
1972-12-31;Foreigners;Male;65 years;2986
1972-12-31;Foreigners;Male;66 years;2804
1972-12-31;Foreigners;Male;67 years;2421
1972-12-31;Foreigners;Male;68 years;2189
1972-12-31;Foreigners;Male;69 years;2092
1972-12-31;Foreigners;Male;70 years;1872
1972-12-31;Foreigners;Male;71 years;1685
1972-12-31;Foreigners;Male;72 years;1526
1972-12-31;Foreigners;Male;73 years;1309
1972-12-31;Foreigners;Male;74 years;1201
1972-12-31;Foreigners;Male;75 years;1050
1972-12-31;Foreigners;Male;76 years;894
1972-12-31;Foreigners;Male;77 years;795
1972-12-31;Foreigners;Male;78 years;736
1972-12-31;Foreigners;Male;79 years;668
1972-12-31;Foreigners;Male;80 years;560
1972-12-31;Foreigners;Male;81 years;454
1972-12-31;Foreigners;Male;82 years;406
1972-12-31;Foreigners;Male;83 years;388
1972-12-31;Foreigners;Male;84 years;332
1972-12-31;Foreigners;Male;85 years and over;1295
1972-12-31;Foreigners;Male;Total;2149389
1972-12-31;Foreigners;Female;under 1 year;43099
1972-12-31;Foreigners;Female;1 year;38477
1972-12-31;Foreigners;Female;2 years;30775
1972-12-31;Foreigners;Female;3 years;27523
1972-12-31;Foreigners;Female;4 years;27515
1972-12-31;Foreigners;Female;5 years;26726
1972-12-31;Foreigners;Female;6 years;24456
1972-12-31;Foreigners;Female;7 years;22812
1972-12-31;Foreigners;Female;8 years;21357
1972-12-31;Foreigners;Female;9 years;19102
1972-12-31;Foreigners;Female;10 years;17821
1972-12-31;Foreigners;Female;11 years;16749
1972-12-31;Foreigners;Female;12 years;17598
1972-12-31;Foreigners;Female;13 years;16158
1972-12-31;Foreigners;Female;14 years;15836
1972-12-31;Foreigners;Female;15 years;16621
1972-12-31;Foreigners;Female;16 years;17748
1972-12-31;Foreigners;Female;17 years;19893
1972-12-31;Foreigners;Female;18 years;26287
1972-12-31;Foreigners;Female;19 years;31936
1972-12-31;Foreigners;Female;20 years;41690
1972-12-31;Foreigners;Female;21 years;44003
1972-12-31;Foreigners;Female;22 years;50890
1972-12-31;Foreigners;Female;23 years;49974
1972-12-31;Foreigners;Female;24 years;50148
1972-12-31;Foreigners;Female;25 years;47643
1972-12-31;Foreigners;Female;26 years;44109
1972-12-31;Foreigners;Female;27 years;40204
1972-12-31;Foreigners;Female;28 years;37700
1972-12-31;Foreigners;Female;29 years;34487
1972-12-31;Foreigners;Female;30 years;33560
1972-12-31;Foreigners;Female;31 years;29356
1972-12-31;Foreigners;Female;32 years;32007
1972-12-31;Foreigners;Female;33 years;28240
1972-12-31;Foreigners;Female;34 years;26704
1972-12-31;Foreigners;Female;35 years;24386
1972-12-31;Foreigners;Female;36 years;23042
1972-12-31;Foreigners;Female;37 years;21055
1972-12-31;Foreigners;Female;38 years;19799
1972-12-31;Foreigners;Female;39 years;18561
1972-12-31;Foreigners;Female;40 years;17470
1972-12-31;Foreigners;Female;41 years;14925
1972-12-31;Foreigners;Female;42 years;15643
1972-12-31;Foreigners;Female;43 years;13463
1972-12-31;Foreigners;Female;44 years;13078
1972-12-31;Foreigners;Female;45 years;11712
1972-12-31;Foreigners;Female;46 years;11864
1972-12-31;Foreigners;Female;47 years;10794
1972-12-31;Foreigners;Female;48 years;9971
1972-12-31;Foreigners;Female;49 years;9037
1972-12-31;Foreigners;Female;50 years;8442
1972-12-31;Foreigners;Female;51 years;7264
1972-12-31;Foreigners;Female;52 years;7079
1972-12-31;Foreigners;Female;53 years;5095
1972-12-31;Foreigners;Female;54 years;3680
1972-12-31;Foreigners;Female;55 years;3211
1972-12-31;Foreigners;Female;56 years;3189
1972-12-31;Foreigners;Female;57 years;3531
1972-12-31;Foreigners;Female;58 years;4026
1972-12-31;Foreigners;Female;59 years;3799
1972-12-31;Foreigners;Female;60 years;3698
1972-12-31;Foreigners;Female;61 years;3210
1972-12-31;Foreigners;Female;62 years;3450
1972-12-31;Foreigners;Female;63 years;3083
1972-12-31;Foreigners;Female;64 years;2924
1972-12-31;Foreigners;Female;65 years;2786
1972-12-31;Foreigners;Female;66 years;2613
1972-12-31;Foreigners;Female;67 years;2564
1972-12-31;Foreigners;Female;68 years;2395
1972-12-31;Foreigners;Female;69 years;2233
1972-12-31;Foreigners;Female;70 years;2252
1972-12-31;Foreigners;Female;71 years;2029
1972-12-31;Foreigners;Female;72 years;2055
1972-12-31;Foreigners;Female;73 years;1811
1972-12-31;Foreigners;Female;74 years;1705
1972-12-31;Foreigners;Female;75 years;1497
1972-12-31;Foreigners;Female;76 years;1568
1972-12-31;Foreigners;Female;77 years;1324
1972-12-31;Foreigners;Female;78 years;1180
1972-12-31;Foreigners;Female;79 years;1079
1972-12-31;Foreigners;Female;80 years;1004
1972-12-31;Foreigners;Female;81 years;872
1972-12-31;Foreigners;Female;82 years;759
1972-12-31;Foreigners;Female;83 years;651
1972-12-31;Foreigners;Female;84 years;537
1972-12-31;Foreigners;Female;85 years and over;2090
1972-12-31;Foreigners;Female;Total;1404689
1973-12-31;Germans;Male;under 1 year;268936
1973-12-31;Germans;Male;1 year;305380
1973-12-31;Germans;Male;2 years;349781
1973-12-31;Germans;Male;3 years;370335
1973-12-31;Germans;Male;4 years;424296
1973-12-31;Germans;Male;5 years;460436
1973-12-31;Germans;Male;6 years;480948
1973-12-31;Germans;Male;7 years;496798
1973-12-31;Germans;Male;8 years;500341
1973-12-31;Germans;Male;9 years;512599
1973-12-31;Germans;Male;10 years;508329
1973-12-31;Germans;Male;11 years;490805
1973-12-31;Germans;Male;12 years;489247
1973-12-31;Germans;Male;13 years;472683
1973-12-31;Germans;Male;14 years;463053
1973-12-31;Germans;Male;15 years;442483
1973-12-31;Germans;Male;16 years;434016
1973-12-31;Germans;Male;17 years;417686
1973-12-31;Germans;Male;18 years;401242
1973-12-31;Germans;Male;19 years;400741
1973-12-31;Germans;Male;20 years;385830
1973-12-31;Germans;Male;21 years;389290
1973-12-31;Germans;Male;22 years;382251
1973-12-31;Germans;Male;23 years;391219
1973-12-31;Germans;Male;24 years;393684
1973-12-31;Germans;Male;25 years;367771
1973-12-31;Germans;Male;26 years;341072
1973-12-31;Germans;Male;27 years;313288
1973-12-31;Germans;Male;28 years;265966
1973-12-31;Germans;Male;29 years;365243
1973-12-31;Germans;Male;30 years;378291
1973-12-31;Germans;Male;31 years;369762
1973-12-31;Germans;Male;32 years;458279
1973-12-31;Germans;Male;33 years;495177
1973-12-31;Germans;Male;34 years;493218
